29583117	莘庄	31.1110347	121.3798759
266072852	临平路	31.2629428	121.4964404
266073071	海伦路	31.2609506	121.4853185
267197150	世纪大道	31.2309778	121.5227543
267197152	浦东大道	31.2419442	121.5150029
267197155	大连路	31.2602574	121.5082518
301638467	市光路	31.3247945	121.5276595
301638468	嫩江路	31.3167471	121.5276856
301638471	翔殷路	31.3071134	121.5276104
301638476	黄兴公园	31.2978687	121.5288453
301638480	延吉中路	31.290732	121.530645
301638494	黄兴路	31.2803115	121.5230166
301638499	江浦路	31.2769665	121.5142018
301638504	鞍山新村	31.2749584	121.5048124
301638516	曲阳路	31.2785073	121.485791
301638523	虹口足球场	31.2718466	121.4747091
301638528	西藏北路	31.2655487	121.4645981
301638539	中兴路	31.256373	121.4640767
301638544	曲阜路	31.2441977	121.4669863
301638556	人民广场	31.2343072	121.471544
301638561	大世界	31.2291572	121.474956
301639398	陆家浜路	31.2139173	121.4814746
301639413	西藏南路	31.2036493	121.4851416
338643250	汉中路	31.2437618	121.4537166
352930160	嘉兴	30.7667777	120.7596573
468747600	新江湾城	31.330778	121.5023788
468748469	国权路	31.2912473	121.5056173
468749842	殷高东路	31.3237994	121.5024607
468916502	南京东路	31.2391219	121.4792304
469774464	同济大学	31.2844081	121.5020918
469778116	邮电新村	31.270398	121.489829
469787957	人民广场	31.2354745	121.4705726
469787970	新闸路	31.2405472	121.4636467
469788001	中山北路	31.2614891	121.45447
469788048	彭浦新村	31.3074975	121.4439674
469788063	通河新村	31.3335374	121.4366581
469790630	共富新村	31.3577078	121.4293774
469790632	宝安公路	31.3721781	121.4261394
469790634	友谊西路	31.3837478	121.4231229
470079010	延长路	31.2732429	121.4510121
470079347	上海马戏城	31.2811762	121.4475394
470079357	汶水路	31.2945085	121.4456298
470079710	共康路	31.3217132	121.4420573
470080016	呼兰路	31.3423077	121.4328088
470626733	莘庄	31.1123828	121.3802874
470626744	上海体育馆	31.1838665	121.4317564
470637744	张江高科	31.2039019	121.5834328
471012636	外环路	31.1228305	121.3883431
471012844	莲花路	31.1328416	121.3982765
471013199	锦江乐园	31.1440768	121.4095039
471013542	漕宝路	31.1702714	121.4303461
471013952	徐家汇	31.1950824	121.4338887
471014085	衡山路	31.2076988	121.4429212
471015395	陕西南路	31.2189174	121.4552565
471016169	黄陂南路	31.2249483	121.4693387
471016943	上海科技馆	31.2218914	121.5386617
471016988	世纪公园	31.2127321	121.5462327
471088265	南京西路	31.2318255	121.4560232
471088787	娄山关路	31.2129936	121.3991469
471091952	北新泾	31.218802	121.36812
471092256	淞虹路	31.2199749	121.3558076
471985357	宜山路	31.1886631	121.4229398
471986551	上海体育馆	31.1845999	121.432432
471986555	上海体育场	31.1874075	121.4391017
471986560	大木桥路	31.1960861	121.4591518
471986612	南浦大桥	31.2104442	121.4950777
471988271	漕河泾开发区	31.1726509	121.392777
471988293	马当路	31.2112188	121.4718956
471988294	陆家浜路	31.2137878	121.4811531
471988309	世纪大道	31.2306159	121.522599
472137910	塘桥	31.2116896	121.513974
472137933	浦电路	31.2243582	121.527867
472139046	上海儿童医学中心	31.2061387	121.519567
472139047	蓝村路	31.2141328	121.5236963
472139052	浦电路	31.2226916	121.5244594
472139055	世纪大道	31.2307121	121.5227173
472139059	源深体育中心	31.2350191	121.5299034
472139673	临沂新村	31.195787	121.5131727
472140647	杨树浦路	31.2544208	121.5123604
472140982	蓝村路	31.2139796	121.5238557
472225762	松江新城	31.0322106	121.2262996
472225785	星中路	31.1604595	121.3640536
472225791	合川路	31.168979	121.3803614
472226244	九亭	31.1393075	121.314195
472226277	中春路	31.1518149	121.3342241
472226771	宜山路	31.1861681	121.4227546
472226807	桂林路	31.1764027	121.4117145
472368078	南京东路	31.2394134	121.4805311
